Action.c(42): "Upgrade-Insecure-Requests: 1" header registered for adding to requests from all following Action functions  	[MsgId: MMSG-26505]
Action.c(77): t=504321ms: 533-byte request headers for "http://localhost:1080/cgi-bin/login.pl" (RelFrameId=1, Internal ID=298)
Action.c(77):     POST /cgi-bin/login.pl HTTP/1.1\r\n
Action.c(77):     Content-Type: application/x-www-form-urlencoded\r\n
Action.c(77):     Referer: http://localhost:1080/cgi-bin/login.pl?username=&password=&getInfo=true\r\n
Action.c(77):     Origin: http://localhost:1080\r\n
Action.c(77):     Priority: u=0, i\r\n
Action.c(77):     Upgrade-Insecure-Requests: 1\r\n
Action.c(77):     User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:130.0) Gecko/20100101 Firefox/130
Action.c(77):     .0\r\n
Action.c(77):     Accept-Encoding: gzip, deflate\r\n
Action.c(77):     Accept-Language: ru-RU,ru;q=0.8,en-US;q=0.5,en;q=0.3\r\n
Action.c(77):     Accept: */*\r\n
Action.c(77):     Connection: Keep-Alive\r\n
Action.c(77):     Host: localhost:1080\r\n
Action.c(77):     Cookie: MSO=SID&1729008319\r\n
Action.c(77):     Content-Length: 227\r\n
Action.c(77):     \r\n
Action.c(77): t=504322ms: 227-byte request body for "http://localhost:1080/cgi-bin/login.pl" (RelFrameId=1, Internal ID=298)
Action.c(77):     username=zYgdTaqZBgnhxCbk&password=RqBrDPos3CvGUo0Z&passwordConfirm=RqBrDPos3CvGUo0Z&first
Action.c(77):     Name=oTJhhHo54qabGUds&lastName=dIqyH5euug1C1Jmq&address1=7XrUBhXz2V4gryHDbVfdglfvOXs3mc&ad
Action.c(77):     dress2=%7Baddress%7D&register.x=51&register.y=4
Action.c(77): t=504322ms: Inactive socket [1] was closed by localhost:1080, probably due to Keep-Alive timeout  	[MsgId: MMSG-26000]
Action.c(77): t=504322ms: Closed connection [1] to localhost:1080 after completing 1 request(s)  	[MsgId: MMSG-26000]
Action.c(77): t=504322ms: Inactive socket [2] was closed by localhost:1080, probably due to Keep-Alive timeout  	[MsgId: MMSG-26000]
Action.c(77): t=504322ms: Closed connection [2] to localhost:1080 after completing 2 request(s)  	[MsgId: MMSG-26000]
Action.c(77): t=504348ms: 431-byte response headers for "http://localhost:1080/cgi-bin/login.pl" (RelFrameId=1, Internal ID=298)
Action.c(77):     HTTP/1.1 200 OK\r\n
Action.c(77):     Date: Tue, 15 Oct 2024 16:05:29 GMT\r\n
Action.c(77):     Server: Apache/2.2.21 (Win32)\r\n
Action.c(77):     Expires: 5s\r\n
Action.c(77):     Set-Cookie: MTUserInfo=firstName&oTJhhHo54qabGUds&address2&%7Baddress%7D&username&zYgdTaqZ
Action.c(77):     BgnhxCbk&hash&43&lastName&dIqyH5euug1C1Jmq&address1&7XrUBhXz2V4gryHDbVfdglfvOXs3mc&creditC
Action.c(77):     ard&&expDate&; path=/\r\n
Action.c(77):     Keep-Alive: timeout=5, max=96\r\n
Action.c(77):     Connection: Keep-Alive\r\n
Action.c(77):     Transfer-Encoding: chunked\r\n
Action.c(77):     Content-Type: text/html; charset=ISO-8859-1\r\n
Action.c(77):     \r\n
Action.c(77): t=504348ms: 5-byte chunked response overhead for "http://localhost:1080/cgi-bin/login.pl" (RelFrameId=1, Internal ID=298)
Action.c(77):     441\r\n
Action.c(77): t=504348ms: 2-byte chunked response overhead for "http://localhost:1080/cgi-bin/login.pl" (RelFrameId=1, Internal ID=298)
Action.c(77):     \r\n
Action.c(77): t=504348ms: 1089-byte chunked response body for "http://localhost:1080/cgi-bin/login.pl" (RelFrameId=1, Internal ID=298)
Action.c(77):     <!DOCTYPE html\n
Action.c(77):     \tPUBLIC "-//W3C//DTD XHTML 1.0 Transitional//EN"\n
Action.c(77):     \t "http://www.w3.org/TR/xhtml1/DTD/xhtml1-transitional.dtd">\n
Action.c(77):     <html xmlns="http://www.w3.org/1999/xhtml" lang="en-US" xml:lang="en-US">\n
Action.c(77):     <head>\n
Action.c(77):     <title>Welcome to Web Tours</title>\n
Action.c(77):     <meta http-equiv="Content-Type" content="text/html; charset=iso-8859-1" />\n
Action.c(77):     </head>\n
Action.c(77):     <body bgcolor="#E0E7F1">\n
Action.c(77):     \n
Action.c(77):     <br/><br/><br/>\n
Action.c(77):     \n
Action.c(77):     \n
Action.c(77):     <p /><style>blockquote {font-family: tahoma; font-size : 10pt}H1 {font-family: tahoma; fon
Action.c(77):     t-size : 22pt; color: #993333}small {font-family: tahoma; font-size : 8pt}H3 {font-family:
Action.c(77):      tahoma; font-size : 10pt; color: black}TD {font-family: tahoma; font-size : 10pt; color: 
Action.c(77):     black}</style><blockquote>Thank you, <b>zYgdTaqZBgnhxCbk</b>, for registering and welcome 
Action.c(77):     to the Web Tours family.\n
Action.c(77):     We hope we can meet all your current and future travel needs.  If you have any questions, 
Action.c(77):     feel free \n
Action.c(77):     to ask our support staff.   Click below when you're ready to plan your dream trip...<p /><
Action.c(77):     center><a href=welcome.pl?page=menus target='body'><img src=/WebTours/images/button_next.g
Action.c(77):     if border=0></a></center></blockquote>\n
Action.c(77):     </body>\n
Action.c(77):     </html>
Action.c(77): Resource "http://localhost:1080/WebTours/images/button_next.gif" is in the cache already and will not be downloaded again  	[MsgId: MMSG-26655]
Action.c(77): t=504349ms: 5-byte chunked response overhead for "http://localhost:1080/cgi-bin/login.pl" (RelFrameId=1, Internal ID=298)
Action.c(77):     0\r\n
Action.c(77):     \r\n
Action.c(77): t=504349ms: Request done "http://localhost:1080/cgi-bin/login.pl"  	[MsgId: MMSG-26000]
Action.c(77): Registered web_reg_find successful for "Text=Thank you, <b>zYgdTaqZBgnhxCbk</b>, for registering and welcome to the Web Tours family." (count=1)  	[MsgId: MMSG-26364]
Action.c(77): web_submit_form("login.pl_2") was successful, 1089 body bytes, 431 header bytes, 12 chunking overhead bytes  	[MsgId: MMSG-26385]
Action.c(91): Notify: Transaction "send_reg_Info" ended with a "Pass" status (Duration: 0,0288 Wasted Time: 0,0000).	[MsgId: MMSG-16871]
Action.c(93): lr_think_time: 4,00 seconds.	[MsgId: MMSG-15948]
Action.c(95): Notify: Transaction "login_aft_reg" started.	[MsgId: MMSG-16999]
Action.c(96): web_reg_find started  	[MsgId: MMSG-26355]
Action.c(96): Notify: Parameter Substitution: parameter "login" =  "zYgdTaqZBgnhxCbk"	[MsgId: MMSG-13992]
Action.c(96): Registering web_reg_find was successful  	[MsgId: MMSG-26390]
Action.c(97): web_image("button_next.gif") started  	[MsgId: MMSG-26355]
Action.c(97): Image-linking to "http://localhost:1080/cgi-bin/welcome.pl?page=menus", Target Frame="body"  	[MsgId: MMSG-27993]
Action.c(97): t=508363ms: Already connected [0] to localhost:1080  	[MsgId: MMSG-26000]
Action.c(97): t=508363ms: 594-byte request headers for "http://localhost:1080/cgi-bin/welcome.pl?page=menus" (RelFrameId=1, Internal ID=299)
Action.c(97):     GET /cgi-bin/welcome.pl?page=menus HTTP/1.1\r\n
Action.c(97):     Referer: http://localhost:1080/cgi-bin/login.pl\r\n
Action.c(97):     Priority: u=0, i\r\n
Action.c(97):     Upgrade-Insecure-Requests: 1\r\n
Action.c(97):     User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:130.0) Gecko/20100101 Firefox/130
Action.c(97):     .0\r\n
Action.c(97):     Accept-Encoding: gzip, deflate\r\n
Action.c(97):     Accept-Language: ru-RU,ru;q=0.8,en-US;q=0.5,en;q=0.3\r\n
Action.c(97):     Accept: */*\r\n
Action.c(97):     Connection: Keep-Alive\r\n
Action.c(97):     Host: localhost:1080\r\n
Action.c(97):     Cookie: MSO=SID&1729008319; MTUserInfo=firstName&oTJhhHo54qabGUds&address2&%7Baddress%7D&u
Action.c(97):     sername&zYgdTaqZBgnhxCbk&hash&43&lastName&dIqyH5euug1C1Jmq&address1&7XrUBhXz2V4gryHDbVfdgl
Action.c(97):     fvOXs3mc&creditCard&&expDate&\r\n
Action.c(97):     \r\n
Action.c(97): t=508387ms: 215-byte response headers for "http://localhost:1080/cgi-bin/welcome.pl?page=menus" (RelFrameId=1, Internal ID=299)
Action.c(97):     HTTP/1.1 200 OK\r\n
Action.c(97):     Date: Tue, 15 Oct 2024 16:05:33 GMT\r\n
Action.c(97):     Server: Apache/2.2.21 (Win32)\r\n
Action.c(97):     Keep-Alive: timeout=5, max=95\r\n
Action.c(97):     Connection: Keep-Alive\r\n
Action.c(97):     Transfer-Encoding: chunked\r\n
Action.c(97):     Content-Type: text/html; charset=ISO-8859-1\r\n
Action.c(97):     \r\n
Action.c(97): t=508387ms: 5-byte chunked response overhead for "http://localhost:1080/cgi-bin/welcome.pl?page=menus" (RelFrameId=1, Internal ID=299)
Action.c(97):     254\r\n
Action.c(97): t=508387ms: 2-byte chunked response overhead for "http://localhost:1080/cgi-bin/welcome.pl?page=menus" (RelFrameId=1, Internal ID=299)
Action.c(97):     \r\n
Action.c(97): t=508387ms: 596-byte chunked response body for "http://localhost:1080/cgi-bin/welcome.pl?page=menus" (RelFrameId=1, Internal ID=299)
Action.c(97):     <!-- \n
Action.c(97):      User has returned to the home page.  Since user has already logged on,\n
Action.c(97):      we can give them the menu in the navbar.\n
Action.c(97):      --->\n
Action.c(97):     \n
Action.c(97):     <html>\n
Action.c(97):     <title>Web Tours</title>\n
Action.c(97):        <!-- Frame Set -->\n
Action.c(97):        <frameset cols="160,*" border="1" frameborder="1">\n
Action.c(97):           <!-- Navigation Frame -->\n
Action.c(97):           <frame src="nav.pl?page=menu&in=home" name="navbar" \n
Action.c(97):                 marginheight="2" marginwidth="2" noresize="noresize" scrolling="auto"/>\n
Action.c(97):           <!-- Intro Frame -->\n
Action.c(97):           <frame src="login.pl?intro=true" name="info" \n
Action.c(97):                 marginheight="2" marginwidth="2" norseize="noresize" scrolling="auto"/>\n
Action.c(97):        </frameset>\n
Action.c(97):     </html>\n
Action.c(97): Detected non-resource "http://localhost:1080/cgi-bin/nav.pl?page=menu&in=home" in "http://localhost:1080/cgi-bin/welcome.pl?page=menus"  	[MsgId: MMSG-26574]
Action.c(97): Detected non-resource "http://localhost:1080/cgi-bin/login.pl?intro=true" in "http://localhost:1080/cgi-bin/welcome.pl?page=menus"  	[MsgId: MMSG-26574]
Action.c(97): t=508388ms: Connecting [1] to host 127.0.0.1:1080  	[MsgId: MMSG-26000]
Action.c(97): t=508388ms: Connecting [2] to host 127.0.0.1:1080  	[MsgId: MMSG-26000]
Action.c(97): t=508388ms: Connected socket [1] from 127.0.0.1:44808 to 127.0.0.1:1080 in 0 ms  	[MsgId: MMSG-26000]
Action.c(97): t=508388ms: 610-byte request headers for "http://localhost:1080/cgi-bin/nav.pl?page=menu&in=home" (RelFrameId=1.1, Internal ID=300)
Action.c(97):     GET /cgi-bin/nav.pl?page=menu&in=home HTTP/1.1\r\n
Action.c(97):     Referer: http://localhost:1080/cgi-bin/welcome.pl?page=menus\r\n
Action.c(97):     Priority: u=0, i\r\n
Action.c(97):     Upgrade-Insecure-Requests: 1\r\n
Action.c(97):     User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:130.0) Gecko/20100101 Firefox/130
Action.c(97):     .0\r\n
Action.c(97):     Accept-Encoding: gzip, deflate\r\n
Action.c(97):     Accept-Language: ru-RU,ru;q=0.8,en-US;q=0.5,en;q=0.3\r\n
Action.c(97):     Accept: */*\r\n
Action.c(97):     Connection: Keep-Alive\r\n
Action.c(97):     Host: localhost:1080\r\n
Action.c(97):     Cookie: MSO=SID&1729008319; MTUserInfo=firstName&oTJhhHo54qabGUds&address2&%7Baddress%7D&u
Action.c(97):     sername&zYgdTaqZBgnhxCbk&hash&43&lastName&dIqyH5euug1C1Jmq&address1&7XrUBhXz2V4gryHDbVfdgl
Action.c(97):     fvOXs3mc&creditCard&&expDate&\r\n
Action.c(97):     \r\n
Action.c(97): t=508388ms: 5-byte chunked response overhead for "http://localhost:1080/cgi-bin/welcome.pl?page=menus" (RelFrameId=1, Internal ID=299)
Action.c(97):     0\r\n
Action.c(97):     \r\n
Action.c(97): t=508389ms: Request done "http://localhost:1080/cgi-bin/welcome.pl?page=menus"  	[MsgId: MMSG-26000]
Action.c(97): t=508389ms: Connected socket [2] from 127.0.0.1:44809 to 127.0.0.1:1080 in 1 ms  	[MsgId: MMSG-26000]
Action.c(97): t=508389ms: 605-byte request headers for "http://localhost:1080/cgi-bin/login.pl?intro=true" (RelFrameId=1.2, Internal ID=301)
Action.c(97):     GET /cgi-bin/login.pl?intro=true HTTP/1.1\r\n
Action.c(97):     Referer: http://localhost:1080/cgi-bin/welcome.pl?page=menus\r\n
Action.c(97):     Priority: u=0, i\r\n
Action.c(97):     Upgrade-Insecure-Requests: 1\r\n
Action.c(97):     User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:130.0) Gecko/20100101 Firefox/130
Action.c(97):     .0\r\n
Action.c(97):     Accept-Encoding: gzip, deflate\r\n
Action.c(97):     Accept-Language: ru-RU,ru;q=0.8,en-US;q=0.5,en;q=0.3\r\n
Action.c(97):     Accept: */*\r\n
Action.c(97):     Connection: Keep-Alive\r\n
Action.c(97):     Host: localhost:1080\r\n
Action.c(97):     Cookie: MSO=SID&1729008319; MTUserInfo=firstName&oTJhhHo54qabGUds&address2&%7Baddress%7D&u
Action.c(97):     sername&zYgdTaqZBgnhxCbk&hash&43&lastName&dIqyH5euug1C1Jmq&address1&7XrUBhXz2V4gryHDbVfdgl
Action.c(97):     fvOXs3mc&creditCard&&expDate&\r\n
Action.c(97):     \r\n
Action.c(97): t=508412ms: 256-byte response headers for "http://localhost:1080/cgi-bin/nav.pl?page=menu&in=home" (RelFrameId=1.1, Internal ID=300)
Action.c(97):     HTTP/1.1 200 OK\r\n
Action.c(97):     Date: Tue, 15 Oct 2024 16:05:33 GMT\r\n
Action.c(97):     Server: Apache/2.2.21 (Win32)\r\n
Action.c(97):     Expires: Mon, 14 Oct 2024 16:05:33 GMT\r\n
Action.c(97):     Keep-Alive: timeout=5, max=100\r\n
Action.c(97):     Connection: Keep-Alive\r\n
Action.c(97):     Transfer-Encoding: chunked\r\n
Action.c(97):     Content-Type: text/html; charset=ISO-8859-1\r\n
Action.c(97):     \r\n
Action.c(97): t=508412ms: 5-byte chunked response overhead for "http://localhost:1080/cgi-bin/nav.pl?page=menu&in=home" (RelFrameId=1.1, Internal ID=300)
Action.c(97):     5ca\r\n
Action.c(97): t=508412ms: 2-byte chunked response overhead for "http://localhost:1080/cgi-bin/nav.pl?page=menu&in=home" (RelFrameId=1.1, Internal ID=300)
Action.c(97):     \r\n
Action.c(97): t=508412ms: 1482-byte chunked response body for "http://localhost:1080/cgi-bin/nav.pl?page=menu&in=home" (RelFrameId=1.1, Internal ID=300)
Action.c(97):     <!DOCTYPE html\n
Action.c(97):     \tPUBLIC "-//W3C//DTD XHTML 1.0 Transitional//EN"\n
Action.c(97):     \t "http://www.w3.org/TR/xhtml1/DTD/xhtml1-transitional.dtd">\n
Action.c(97):     <html xmlns="http://www.w3.org/1999/xhtml" lang="en-US" xml:lang="en-US">\n
Action.c(97):     <head>\n
Action.c(97):     <title>Web Tours Navigation Bar</title>\n
Action.c(97):     <meta http-equiv="Content-Type" content="text/html; charset=iso-8859-1" />\n
Action.c(97):     </head>\n
Action.c(97):     <body bgcolor="#E0E7F1">\n
Action.c(97):     \n
Action.c(97):     <style>\n
Action.c(97):     \tblockquote {font-family: tahoma; font-size : 10pt}\n
Action.c(97):     \tH1 {font-family: tahoma; font-size : 22pt; color: #993333}\n
Action.c(97):     \tsmall {font-family: tahoma; font-size : 8pt}\n
Action.c(97):     \tH3{font-family: tahoma; font-size : 10pt; color: black}\n
Action.c(97):     \tA {FONT-WEIGHT: bold; FONT-SIZE: 10pt; COLOR: black; FONT-FAMILY: Tahoma; TEXT-DECORATIO
Action.c(97):     N: none}\n
Action.c(97):     \tA:hover{ FONT-WEIGHT: bold; FONT-SIZE: 10pt; COLOR: #993333; FONT-FAMILY: Tahoma;TEXT-DE
Action.c(97):     CORATION: underline}\n
Action.c(97):     \tTD {font-family: tahoma; font-size : 10pt; color: black}\n
Action.c(97):     </style>\n
Action.c(97):     \n
Action.c(97):     <BR><BR><center>\n
Action.c(97):     \n
Action.c(97):     <br clear="both"/><center><A HREF="welcome.pl?page=search" TARGET="body"><IMG BORDER="0" S
Action.c(97):     RC="/WebTours/images/flights.gif" \n
Action.c(97):     ALT="Search Flights Button"/></A>\n
Action.c(97):     <br clear="both"/><A HREF="welcome.pl?page=itinerary" TARGET="body"><IMG BORDER="0" SRC="/
Action.c(97):     WebTours/images/itinerary.gif" \n
Action.c(97):     ALT="Itinerary Button"/></A>\n
Action.c(97):     <br clear="both"/><A HREF="welcome.pl?page=menus" TARGET="body"><IMG BORDER="0" SRC="/WebT
Action.c(97):     ours/images/in_home.gif" \n
Action.c(97):     ALT="Home Button"/></A>\n
Action.c(97):     <br clear><A HREF="welcome.pl?signOff=1" TARGET="body"><IMG BORDER="0" SRC="/WebTours/imag
Action.c(97):     es/signoff.gif" \n
Action.c(97):     ALT="SignOff Button"/></A></center>\n
Action.c(97):     \n
Action.c(97):     </body>\n
Action.c(97):     </html>\n
Action.c(97): Found resource "http://localhost:1080/WebTours/images/flights.gif" in HTML "http://localhost:1080/cgi-bin/nav.pl?page=menu&in=home"  	[MsgId: MMSG-26659]
Action.c(97): Found resource "http://localhost:1080/WebTours/images/itinerary.gif" in HTML "http://localhost:1080/cgi-bin/nav.pl?page=menu&in=home"  	[MsgId: MMSG-26659]
Action.c(97): Found resource "http://localhost:1080/WebTours/images/in_home.gif" in HTML "http://localhost:1080/cgi-bin/nav.pl?page=menu&in=home"  	[MsgId: MMSG-26659]
Action.c(97): Found resource "http://localhost:1080/WebTours/images/signoff.gif" in HTML "http://localhost:1080/cgi-bin/nav.pl?page=menu&in=home"  	[MsgId: MMSG-26659]
Action.c(97): t=508413ms: Connecting [3] to host 127.0.0.1:1080  	[MsgId: MMSG-26000]
Action.c(97): t=508413ms: Connecting [4] to host 127.0.0.1:1080  	[MsgId: MMSG-26000]
Action.c(97): t=508413ms: Connecting [5] to host 127.0.0.1:1080  	[MsgId: MMSG-26000]
Action.c(97): t=508413ms: Already connected [0] to localhost:1080  	[MsgId: MMSG-26000]
Action.c(97): t=508413ms: 608-byte request headers for "http://localhost:1080/WebTours/images/flights.gif" (RelFrameId=, Internal ID=302)
Action.c(97):     GET /WebTours/images/flights.gif HTTP/1.1\r\n
Action.c(97):     Referer: http://localhost:1080/cgi-bin/nav.pl?page=menu&in=home\r\n
Action.c(97):     Priority: u=0, i\r\n
Action.c(97):     Upgrade-Insecure-Requests: 1\r\n
Action.c(97):     User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:130.0) Gecko/20100101 Firefox/130
Action.c(97):     .0\r\n
Action.c(97):     Accept-Encoding: gzip, deflate\r\n
Action.c(97):     Accept-Language: ru-RU,ru;q=0.8,en-US;q=0.5,en;q=0.3\r\n
Action.c(97):     Accept: */*\r\n
Action.c(97):     Connection: Keep-Alive\r\n
Action.c(97):     Host: localhost:1080\r\n
Action.c(97):     Cookie: MSO=SID&1729008319; MTUserInfo=firstName&oTJhhHo54qabGUds&address2&%7Baddress%7D&u
Action.c(97):     sername&zYgdTaqZBgnhxCbk&hash&43&lastName&dIqyH5euug1C1Jmq&address1&7XrUBhXz2V4gryHDbVfdgl
Action.c(97):     fvOXs3mc&creditCard&&expDate&\r\n
Action.c(97):     \r\n
Action.c(97): t=508414ms: 5-byte chunked response overhead for "http://localhost:1080/cgi-bin/nav.pl?page=menu&in=home" (RelFrameId=1.1, Internal ID=300)
Action.c(97):     0\r\n
Action.c(97):     \r\n
Action.c(97): t=508414ms: Request done "http://localhost:1080/cgi-bin/nav.pl?page=menu&in=home"  	[MsgId: MMSG-26000]
Action.c(97): t=508414ms: Connected socket [3] from 127.0.0.1:44810 to 127.0.0.1:1080 in 1 ms  	[MsgId: MMSG-26000]
Action.c(97): t=508414ms: 610-byte request headers for "http://localhost:1080/WebTours/images/itinerary.gif" (RelFrameId=, Internal ID=303)
Action.c(97):     GET /WebTours/images/itinerary.gif HTTP/1.1\r\n
Action.c(97):     Referer: http://localhost:1080/cgi-bin/nav.pl?page=menu&in=home\r\n
Action.c(97):     Priority: u=0, i\r\n
Action.c(97):     Upgrade-Insecure-Requests: 1\r\n
Action.c(97):     User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:130.0) Gecko/20100101 Firefox/130
Action.c(97):     .0\r\n
Action.c(97):     Accept-Encoding: gzip, deflate\r\n
Action.c(97):     Accept-Language: ru-RU,ru;q=0.8,en-US;q=0.5,en;q=0.3\r\n
Action.c(97):     Accept: */*\r\n
Action.c(97):     Connection: Keep-Alive\r\n
Action.c(97):     Host: localhost:1080\r\n
Action.c(97):     Cookie: MSO=SID&1729008319; MTUserInfo=firstName&oTJhhHo54qabGUds&address2&%7Baddress%7D&u
Action.c(97):     sername&zYgdTaqZBgnhxCbk&hash&43&lastName&dIqyH5euug1C1Jmq&address1&7XrUBhXz2V4gryHDbVfdgl
Action.c(97):     fvOXs3mc&creditCard&&expDate&\r\n
Action.c(97):     \r\n
Action.c(97): t=508414ms: Connected socket [4] from 127.0.0.1:44811 to 127.0.0.1:1080 in 1 ms  	[MsgId: MMSG-26000]
Action.c(97): t=508414ms: 608-byte request headers for "http://localhost:1080/WebTours/images/in_home.gif" (RelFrameId=, Internal ID=304)
Action.c(97):     GET /WebTours/images/in_home.gif HTTP/1.1\r\n
Action.c(97):     Referer: http://localhost:1080/cgi-bin/nav.pl?page=menu&in=home\r\n
Action.c(97):     Priority: u=0, i\r\n
Action.c(97):     Upgrade-Insecure-Requests: 1\r\n
Action.c(97):     User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:130.0) Gecko/20100101 Firefox/130
Action.c(97):     .0\r\n
Action.c(97):     Accept-Encoding: gzip, deflate\r\n
Action.c(97):     Accept-Language: ru-RU,ru;q=0.8,en-US;q=0.5,en;q=0.3\r\n
Action.c(97):     Accept: */*\r\n
Action.c(97):     Connection: Keep-Alive\r\n
Action.c(97):     Host: localhost:1080\r\n
Action.c(97):     Cookie: MSO=SID&1729008319; MTUserInfo=firstName&oTJhhHo54qabGUds&address2&%7Baddress%7D&u
Action.c(97):     sername&zYgdTaqZBgnhxCbk&hash&43&lastName&dIqyH5euug1C1Jmq&address1&7XrUBhXz2V4gryHDbVfdgl
Action.c(97):     fvOXs3mc&creditCard&&expDate&\r\n
Action.c(97):     \r\n
Action.c(97): t=508414ms: Connected socket [5] from 127.0.0.1:44812 to 127.0.0.1:1080 in 1 ms  	[MsgId: MMSG-26000]
Action.c(97): t=508414ms: 608-byte request headers for "http://localhost:1080/WebTours/images/signoff.gif" (RelFrameId=, Internal ID=305)
Action.c(97):     GET /WebTours/images/signoff.gif HTTP/1.1\r\n
Action.c(97):     Referer: http://localhost:1080/cgi-bin/nav.pl?page=menu&in=home\r\n
Action.c(97):     Priority: u=0, i\r\n
Action.c(97):     Upgrade-Insecure-Requests: 1\r\n
Action.c(97):     User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:130.0) Gecko/20100101 Firefox/130
Action.c(97):     .0\r\n
Action.c(97):     Accept-Encoding: gzip, deflate\r\n
Action.c(97):     Accept-Language: ru-RU,ru;q=0.8,en-US;q=0.5,en;q=0.3\r\n
Action.c(97):     Accept: */*\r\n
Action.c(97):     Connection: Keep-Alive\r\n
Action.c(97):     Host: localhost:1080\r\n
Action.c(97):     Cookie: MSO=SID&1729008319; MTUserInfo=firstName&oTJhhHo54qabGUds&address2&%7Baddress%7D&u
Action.c(97):     sername&zYgdTaqZBgnhxCbk&hash&43&lastName&dIqyH5euug1C1Jmq&address1&7XrUBhXz2V4gryHDbVfdgl
Action.c(97):     fvOXs3mc&creditCard&&expDate&\r\n
Action.c(97):     \r\n
Action.c(97): t=508414ms: 299-byte response headers for "http://localhost:1080/WebTours/images/itinerary.gif" (RelFrameId=, Internal ID=303)
Action.c(97):     HTTP/1.1 200 OK\r\n
Action.c(97):     Date: Tue, 15 Oct 2024 16:05:33 GMT\r\n
Action.c(97):     Server: Apache/2.2.21 (Win32)\r\n
Action.c(97):     Last-Modified: Thu, 12 Jan 2012 13:30:28 GMT\r\n
Action.c(97):     ETag: "7900000000c022-2dd-4b654c0620500"\r\n
Action.c(97):     Accept-Ranges: bytes\r\n
Action.c(97):     Content-Length: 733\r\n
Action.c(97):     Keep-Alive: timeout=5, max=100\r\n
Action.c(97):     Connection: Keep-Alive\r\n
Action.c(97):     Content-Type: image/gif\r\n
Action.c(97):     \r\n
Action.c(97): t=508414ms: 733-byte response body for "http://localhost:1080/WebTours/images/itinerary.gif" (RelFrameId=, Internal ID=303)
Action.c(97): t=508414ms: Request done "http://localhost:1080/WebTours/images/itinerary.gif"  	[MsgId: MMSG-26000]
Action.c(97): t=508414ms: 299-byte response headers for "http://localhost:1080/WebTours/images/in_home.gif" (RelFrameId=, Internal ID=304)
Action.c(97):     HTTP/1.1 200 OK\r\n
Action.c(97):     Date: Tue, 15 Oct 2024 16:05:33 GMT\r\n
Action.c(97):     Server: Apache/2.2.21 (Win32)\r\n
Action.c(97):     Last-Modified: Thu, 12 Jan 2012 13:30:28 GMT\r\n
Action.c(97):     ETag: "5600000000bf7f-2b0-4b654c0620500"\r\n
Action.c(97):     Accept-Ranges: bytes\r\n
Action.c(97):     Content-Length: 688\r\n
Action.c(97):     Keep-Alive: timeout=5, max=100\r\n
Action.c(97):     Connection: Keep-Alive\r\n
Action.c(97):     Content-Type: image/gif\r\n
Action.c(97):     \r\n
Action.c(97): t=508415ms: 688-byte response body for "http://localhost:1080/WebTours/images/in_home.gif" (RelFrameId=, Internal ID=304)
Action.c(97): t=508415ms: Request done "http://localhost:1080/WebTours/images/in_home.gif"  	[MsgId: MMSG-26000]
Action.c(97): t=508415ms: 229-byte response headers for "http://localhost:1080/cgi-bin/login.pl?intro=true" (RelFrameId=1.2, Internal ID=301)
Action.c(97):     HTTP/1.1 200 OK\r\n
Action.c(97):     Date: Tue, 15 Oct 2024 16:05:33 GMT\r\n
Action.c(97):     Server: Apache/2.2.21 (Win32)\r\n
Action.c(97):     Expires: 5s\r\n
Action.c(97):     Keep-Alive: timeout=5, max=100\r\n
Action.c(97):     Connection: Keep-Alive\r\n
Action.c(97):     Transfer-Encoding: chunked\r\n
Action.c(97):     Content-Type: text/html; charset=ISO-8859-1\r\n
Action.c(97):     \r\n
Action.c(97): t=508415ms: 5-byte chunked response overhead for "http://localhost:1080/cgi-bin/login.pl?intro=true" (RelFrameId=1.2, Internal ID=301)
Action.c(97):     3a2\r\n
Action.c(97): t=508415ms: 2-byte chunked response overhead for "http://localhost:1080/cgi-bin/login.pl?intro=true" (RelFrameId=1.2, Internal ID=301)
Action.c(97):     \r\n
Action.c(97): t=508415ms: 930-byte chunked response body for "http://localhost:1080/cgi-bin/login.pl?intro=true" (RelFrameId=1.2, Internal ID=301)
Action.c(97):     <!DOCTYPE html\n
Action.c(97):     \tPUBLIC "-//W3C//DTD XHTML 1.0 Transitional//EN"\n
Action.c(97):     \t "http://www.w3.org/TR/xhtml1/DTD/xhtml1-transitional.dtd">\n
Action.c(97):     <html xmlns="http://www.w3.org/1999/xhtml" lang="en-US" xml:lang="en-US">\n
Action.c(97):     <head>\n
Action.c(97):     <title>Welcome to Web Tours</title>\n
Action.c(97):     <meta http-equiv="Content-Type" content="text/html; charset=iso-8859-1" />\n
Action.c(97):     </head>\n
Action.c(97):     <body bgcolor="#E0E7F1">\n
Action.c(97):     <p /><style>blockquote {font-family: tahoma; font-size : 10pt}H1 {font-family: tahoma; fon
